City,Date,AQI,pct_Traffic,pct_Construction_Dust,pct_Industrial,pct_Crop_Biomass Burning,pct_Secondary_Photochemical,top_source,confidence_pct
Delhi,2016-08-23,107.0,25.8,26.3,10.7,8.9,28.3,Secondary/Photochemical,52.6
Delhi,2016-08-24,127.0,23.9,19.3,17.1,10.2,29.4,Secondary/Photochemical,57.2
Delhi,2016-08-25,93.0,23.2,35.3,11.4,10.9,19.1,Construction/Dust,65.7
Delhi,2016-08-26,142.0,22.3,28.3,13.4,11.7,24.4,Construction/Dust,55.1
Delhi,2016-08-27,93.0,16.6,38.3,12.1,16.4,16.6,Construction/Dust,78.2
Delhi,2016-08-28,224.0,26.2,35.8,9.8,12.7,15.5,Construction/Dust,62.5
Delhi,2016-08-29,169.0,22.8,32.7,11.6,11.0,21.9,Construction/Dust,62.9
Delhi,2016-08-30,110.0,26.7,22.5,13.3,11.4,26.1,Traffic,50.8
Delhi,2016-08-31,100.0,35.3,17.9,12.2,8.9,25.7,Traffic,62.5
Delhi,2016-09-01,109.0,30.2,18.6,13.2,7.3,30.7,Secondary/Photochemical,50.6
Delhi,2016-09-02,154.0,22.1,26.8,12.1,9.3,29.6,Secondary/Photochemical,53.6
Delhi,2016-09-03,216.0,20.7,29.4,12.6,9.3,28.0,Construction/Dust,51.8
Delhi,2016-09-04,262.0,19.5,31.3,11.4,11.1,26.8,Construction/Dust,55.8
Delhi,2016-09-05,260.0,21.6,30.5,12.5,9.2,26.3,Construction/Dust,55.5
Delhi,2016-09-06,329.0,26.3,27.1,12.6,9.3,24.8,Construction/Dust,51.0
Delhi,2016-09-07,291.0,25.1,25.3,15.6,9.0,25.0,Construction/Dust,50.3
Delhi,2016-09-08,300.0,23.1,26.2,14.1,11.7,24.9,Construction/Dust,51.7
Delhi,2016-09-09,335.0,27.2,25.4,12.2,13.3,21.9,Traffic,52.3
Delhi,2016-09-10,240.0,19.5,30.8,14.0,9.3,26.3,Construction/Dust,55.8
Delhi,2016-09-11,177.0,27.3,27.2,13.3,8.9,23.2,Traffic,50.1
Delhi,2016-09-12,178.0,26.9,27.8,11.6,9.4,24.2,Construction/Dust,51.2
Delhi,2016-09-13,193.0,25.6,26.0,13.1,10.1,25.2,Construction/Dust,50.5
Delhi,2016-09-14,150.0,24.9,23.4,14.5,9.4,27.7,Secondary/Photochemical,53.6
Delhi,2016-09-15,215.0,25.4,22.2,13.7,12.5,26.2,Secondary/Photochemical,51.0
Delhi,2016-09-16,233.0,23.2,24.5,14.7,11.3,26.3,Secondary/Photochemical,52.3
Delhi,2016-09-17,220.0,23.3,22.9,14.8,12.8,26.3,Secondary/Photochemical,53.9
Delhi,2016-09-18,266.0,26.4,20.3,13.1,13.5,26.7,Secondary/Photochemical,50.4
Delhi,2016-09-19,192.0,26.3,17.8,16.4,12.2,27.3,Secondary/Photochemical,51.3
Delhi,2016-09-20,264.0,28.5,13.1,17.2,13.5,27.7,Traffic,51.0
Delhi,2016-09-21,284.0,24.9,12.7,19.0,13.9,29.4,Secondary/Photochemical,55.8
Delhi,2016-09-22,150.0,21.1,22.1,18.1,7.7,31.1,Secondary/Photochemical,61.7
Delhi,2016-09-23,134.0,25.8,21.1,16.0,10.0,27.1,Secondary/Photochemical,51.7
Delhi,2016-09-24,197.0,24.2,19.6,17.8,10.6,27.8,Secondary/Photochemical,54.7
Delhi,2016-09-25,175.0,25.4,21.8,17.0,9.9,25.9,Secondary/Photochemical,50.6
Delhi,2016-09-26,236.0,26.9,19.1,15.9,12.6,25.5,Traffic,51.8
Delhi,2016-09-27,185.0,20.1,22.3,18.1,10.4,29.1,Secondary/Photochemical,58.8
Delhi,2016-09-28,103.0,23.7,21.5,13.7,14.1,27.0,Secondary/Photochemical,54.3
Delhi,2016-09-29,289.0,24.1,17.2,16.9,14.3,27.4,Secondary/Photochemical,54.3
Delhi,2016-09-30,224.0,24.7,19.4,16.4,12.8,26.6,Secondary/Photochemical,52.5
Delhi,2016-10-01,312.0,25.3,16.2,18.4,16.6,23.5,Traffic,52.3
Delhi,2016-10-02,234.0,23.5,19.8,15.8,17.4,23.5,Traffic,50.0
Delhi,2016-10-03,282.0,24.7,17.7,14.0,18.3,25.3,Secondary/Photochemical,50.8
Delhi,2016-10-04,351.0,26.6,14.8,14.3,18.7,25.5,Traffic,51.4
Delhi,2016-10-05,232.0,26.5,16.0,14.9,18.0,24.6,Traffic,52.5
Delhi,2016-10-06,280.0,26.4,16.4,15.0,17.6,24.6,Traffic,52.3
Delhi,2016-10-07,311.0,25.3,19.3,14.4,17.1,23.9,Traffic,51.8
Delhi,2016-10-08,408.0,26.1,19.0,14.3,17.0,23.6,Traffic,53.2
Delhi,2016-10-09,416.0,26.1,17.6,15.6,16.9,23.8,Traffic,53.0
Delhi,2016-10-10,387.0,25.4,18.4,15.7,16.8,23.8,Traffic,52.1
Delhi,2016-10-11,408.0,26.2,18.8,15.1,16.6,23.3,Traffic,53.8
Delhi,2016-10-12,405.0,23.9,19.9,16.8,16.4,23.0,Traffic,51.2
Delhi,2016-10-13,371.0,22.6,21.8,16.6,16.4,22.6,Traffic,50.0
Delhi,2016-10-14,375.0,24.9,20.7,16.6,15.7,22.2,Traffic,53.5
Delhi,2016-10-15,400.0,24.9,18.9,17.1,16.1,22.9,Traffic,52.6
Delhi,2016-10-16,430.0,25.1,18.3,17.9,16.1,22.7,Traffic,53.1
Delhi,2016-10-17,425.0,26.3,17.6,17.8,15.9,22.5,Traffic,54.9
Delhi,2016-10-18,438.0,26.1,17.2,17.4,16.5,22.9,Traffic,54.2
Delhi,2016-10-19,428.0,25.7,18.4,17.9,16.3,21.7,Traffic,55.2
Delhi,2016-10-20,425.0,25.7,18.9,17.4,15.6,22.3,Traffic,54.4
Delhi,2016-10-21,496.0,27.6,21.2,19.0,17.2,14.9,Traffic,58.3
Delhi,2016-10-22,472.0,25.6,21.1,17.0,16.6,19.8,Traffic,55.8
Delhi,2016-10-23,470.0,24.8,16.8,16.8,17.5,24.0,Traffic,51.0
Delhi,2016-10-24,454.0,25.5,17.5,17.2,16.6,23.1,Traffic,53.1
Delhi,2016-10-25,396.0,25.7,18.8,17.5,15.9,22.1,Traffic,54.7
Delhi,2016-10-26,413.0,26.7,16.0,18.1,16.9,22.3,Traffic,55.7
Delhi,2016-10-27,558.0,27.1,15.0,18.1,17.4,22.4,Traffic,56.1
Delhi,2016-10-28,570.0,27.1,13.2,18.8,17.6,23.3,Traffic,54.9
Delhi,2016-10-29,554.0,27.4,12.2,19.3,17.5,23.6,Traffic,54.9
Delhi,2016-10-30,522.0,27.3,12.4,19.1,17.5,23.7,Traffic,54.7
Delhi,2016-10-31,520.0,27.5,11.3,19.5,17.8,23.8,Traffic,54.8
Delhi,2016-11-01,550.0,27.5,11.6,19.2,17.8,24.0,Traffic,54.6
Delhi,2016-11-02,593.0,27.8,11.4,18.8,18.0,24.0,Traffic,54.9
Delhi,2016-11-03,625.0,27.9,11.1,19.2,18.1,23.7,Traffic,55.5
Delhi,2016-11-04,480.0,27.7,11.7,18.7,17.8,24.0,Traffic,54.8
Delhi,2016-11-05,603.0,30.1,11.6,20.0,20.5,17.8,Traffic,62.5
Delhi,2016-11-06,676.0,30.4,11.2,20.1,20.5,17.8,Traffic,62.9
Delhi,2016-11-07,716.0,30.7,11.2,21.1,21.1,15.9,Traffic,62.5
Delhi,2016-11-08,542.0,28.9,12.0,20.7,21.6,16.8,Traffic,59.5
Delhi,2016-11-09,455.0,29.4,11.8,20.8,21.6,16.4,Traffic,60.1
Delhi,2016-11-10,471.0,28.2,13.6,20.5,19.2,18.4,Traffic,60.0
Delhi,2016-11-11,514.0,27.6,14.0,20.0,18.5,19.8,Traffic,59.9
Delhi,2016-11-12,491.0,27.9,13.5,20.8,19.2,18.7,Traffic,59.2
Delhi,2016-11-13,469.0,25.8,14.4,19.9,17.8,22.1,Traffic,54.8
Delhi,2016-11-14,404.0,25.3,11.8,20.1,19.6,23.3,Traffic,52.6
Delhi,2016-11-15,379.0,28.5,14.9,19.7,19.8,17.2,Traffic,61.3
Delhi,2016-11-16,428.0,28.8,11.7,21.4,21.1,16.9,Traffic,59.6
Delhi,2016-11-17,504.0,25.3,11.4,22.0,23.1,18.3,Traffic,52.9
Delhi,2016-11-18,512.0,25.3,15.5,21.0,20.7,17.5,Traffic,55.6
Delhi,2016-11-19,494.0,26.8,12.2,21.1,19.7,20.3,Traffic,57.4
Delhi,2016-11-20,438.0,28.0,11.2,20.4,19.4,21.0,Traffic,59.1
Delhi,2016-11-21,474.0,28.3,11.5,20.3,19.4,20.4,Traffic,60.3
Delhi,2016-11-22,471.0,29.6,12.2,21.7,20.9,15.6,Traffic,60.3
Delhi,2016-11-23,432.0,25.9,20.0,19.6,17.7,16.8,Traffic,57.7
Delhi,2016-11-24,397.0,26.7,18.7,19.3,19.1,16.3,Traffic,59.6
Delhi,2016-11-25,375.0,21.4,22.8,19.1,18.7,18.0,Construction/Dust,51.8
Delhi,2016-11-26,330.0,21.5,22.5,19.9,18.3,17.9,Construction/Dust,51.3
Delhi,2016-11-27,347.0,22.0,21.5,20.0,18.8,17.7,Traffic,50.6
Delhi,2016-11-28,274.0,24.2,20.3,20.7,18.3,16.6,Traffic,54.6
Delhi,2016-11-29,360.0,27.6,17.1,19.5,18.1,17.6,Traffic,60.5
Delhi,2016-11-30,441.0,26.7,15.6,18.7,19.7,19.3,Traffic,59.1
Delhi,2016-12-01,418.0,27.1,15.9,18.3,17.9,20.7,Traffic,58.3
Delhi,2016-12-02,474.0,27.9,14.5,20.9,19.7,17.0,Traffic,59.1
Delhi,2016-12-03,419.0,28.0,18.9,20.1,16.7,16.3,Traffic,60.3
Delhi,2016-12-04,379.0,29.6,16.8,20.2,17.3,16.1,Traffic,62.2
Delhi,2016-12-05,389.0,28.5,18.0,20.9,17.3,15.2,Traffic,59.9
Delhi,2016-12-06,402.0,29.3,14.9,20.2,18.0,17.7,Traffic,61.8
Delhi,2016-12-07,472.0,27.5,12.4,20.5,18.0,21.7,Traffic,57.5
Delhi,2016-12-08,422.0,28.9,14.0,21.2,18.7,17.2,Traffic,60.0
Delhi,2016-12-09,443.0,28.3,15.1,20.6,18.3,17.6,Traffic,60.0
Delhi,2016-12-10,413.0,23.4,11.8,23.4,20.6,20.8,Traffic,50.0
Delhi,2016-12-11,351.0,25.4,13.0,23.2,19.7,18.6,Traffic,52.9
Delhi,2016-12-12,418.0,30.3,15.6,21.2,17.8,15.1,Traffic,61.8
Delhi,2016-12-13,413.0,27.7,18.7,20.3,17.7,15.6,Traffic,59.6
Delhi,2016-12-14,379.0,24.8,20.6,20.1,17.9,16.6,Traffic,55.5
Delhi,2016-12-15,359.0,25.1,19.2,21.0,17.8,16.9,Traffic,55.3
Delhi,2016-12-16,390.0,27.9,19.1,20.3,16.9,15.9,Traffic,59.9
Delhi,2016-12-17,437.0,27.5,17.8,20.4,18.3,16.1,Traffic,59.2
Delhi,2016-12-18,411.0,27.5,16.9,20.8,18.4,16.5,Traffic,58.7
Delhi,2016-12-19,443.0,26.3,17.5,21.3,19.3,15.6,Traffic,56.5
Delhi,2016-12-20,377.0,22.9,19.0,22.9,18.2,17.0,Traffic,50.0
Delhi,2016-12-21,317.0,23.5,20.7,22.4,16.7,16.6,Traffic,51.4
Delhi,2016-12-22,349.0,26.3,18.7,20.9,16.8,17.3,Traffic,57.0
Delhi,2016-12-23,470.0,29.1,14.7,19.2,17.7,19.3,Traffic,62.7
Delhi,2016-12-24,576.0,30.0,12.6,19.3,19.1,19.0,Traffic,63.9
Delhi,2016-12-25,412.0,22.7,13.4,22.4,21.7,19.7,Traffic,50.4
Delhi,2016-12-26,338.0,22.7,18.8,22.8,17.9,17.8,Industrial,50.1
Delhi,2016-12-27,319.0,25.9,16.8,21.8,18.1,17.4,Traffic,55.3
Delhi,2016-12-28,455.0,28.3,16.2,20.3,17.3,17.8,Traffic,60.4
Delhi,2016-12-29,524.0,27.5,13.6,19.3,17.9,21.7,Traffic,57.5
Delhi,2016-12-30,381.0,24.1,14.3,22.2,19.1,20.4,Traffic,52.5
Delhi,2016-12-31,338.0,24.7,15.1,22.0,18.4,19.8,Traffic,53.5
Delhi,2017-01-01,332.0,25.7,17.9,20.0,16.1,20.3,Traffic,57.0
Delhi,2017-01-02,384.0,27.9,15.5,19.5,17.2,20.0,Traffic,60.3
Delhi,2017-01-03,373.0,27.8,13.3,21.4,18.2,19.3,Traffic,58.3
Delhi,2017-01-04,439.0,29.5,11.9,21.2,18.5,18.9,Traffic,60.8
Delhi,2017-01-05,318.0,27.6,14.4,21.4,17.6,19.0,Traffic,58.1
Delhi,2017-01-06,390.0,24.8,12.5,22.0,19.5,21.2,Traffic,53.6
Delhi,2017-01-07,332.0,19.7,11.3,25.2,20.1,23.7,Industrial,52.0
Delhi,2017-01-08,283.0,21.0,14.7,25.2,17.6,21.6,Industrial,54.7
Delhi,2017-01-09,300.0,22.6,17.5,22.9,16.9,20.0,Industrial,50.4
Delhi,2017-01-10,305.0,22.4,21.8,21.6,16.1,18.1,Traffic,50.8
Delhi,2017-01-11,337.0,23.8,20.8,22.4,17.8,15.2,Traffic,51.8
Delhi,2017-01-12,417.0,26.1,18.2,20.8,19.0,15.9,Traffic,56.9
Delhi,2017-01-13,426.0,26.6,16.7,22.1,18.6,16.1,Traffic,55.8
Delhi,2017-01-14,439.0,27.7,11.3,17.2,27.7,16.1,Traffic,50.0
Delhi,2017-01-15,382.0,24.5,11.9,24.3,25.2,14.2,Crop/Biomass Burning,50.9
Delhi,2017-01-16,397.0,24.9,13.8,23.3,20.6,17.3,Traffic,52.1
Delhi,2017-01-17,330.0,22.1,11.5,24.2,22.8,19.5,Industrial,51.8
Delhi,2017-01-18,358.0,24.3,11.6,24.1,22.2,17.7,Traffic,50.3
Delhi,2017-01-19,376.0,22.6,11.1,25.1,23.1,18.1,Industrial,52.6
Delhi,2017-01-20,334.0,23.1,11.1,24.6,21.5,19.8,Industrial,52.0
Delhi,2017-01-21,387.0,24.1,11.1,24.8,27.1,12.9,Crop/Biomass Burning,53.0
Delhi,2017-01-22,446.0,23.9,11.8,25.1,26.1,13.0,Crop/Biomass Burning,51.3
Delhi,2017-01-23,379.0,24.7,13.3,25.9,23.0,13.1,Industrial,51.6
Delhi,2017-01-24,375.0,28.1,14.8,21.4,18.0,17.7,Traffic,58.7
Delhi,2017-01-25,450.0,27.1,13.5,21.8,18.7,18.9,Traffic,56.9
Delhi,2017-01-26,340.0,21.4,11.7,27.4,20.8,18.8,Industrial,57.8
Delhi,2017-01-27,203.0,21.0,11.4,29.0,17.0,21.6,Industrial,59.6
Delhi,2017-01-28,236.0,21.2,12.2,25.9,20.0,20.7,Industrial,56.1
Delhi,2017-01-29,252.0,20.9,12.0,24.6,21.0,21.6,Industrial,53.9
Delhi,2017-01-30,302.0,24.2,15.5,22.5,19.4,18.3,Traffic,52.2
Delhi,2017-01-31,358.0,25.6,13.0,23.5,20.2,17.8,Traffic,52.7
Delhi,2017-02-01,317.0,24.8,18.0,21.8,17.9,17.5,Traffic,53.9
Delhi,2017-02-02,387.0,28.0,18.6,18.7,17.5,17.2,Traffic,62.1
Delhi,2017-02-03,438.0,27.3,19.1,18.9,16.9,17.8,Traffic,60.7
Delhi,2017-02-04,407.0,24.2,16.4,19.2,19.2,21.0,Traffic,54.2
Delhi,2017-02-05,312.0,21.4,18.8,20.5,18.0,21.4,Traffic,50.0
Delhi,2017-02-06,367.0,24.6,21.7,18.6,18.0,17.2,Traffic,53.8
Delhi,2017-02-07,263.0,21.9,26.9,19.4,13.6,18.3,Construction/Dust,56.5
Delhi,2017-02-08,287.0,24.3,23.4,19.0,16.5,16.9,Traffic,51.2
Delhi,2017-02-09,346.0,23.1,21.2,21.3,16.6,17.8,Traffic,52.3
Delhi,2017-02-10,314.0,22.5,21.8,21.6,16.5,17.5,Traffic,50.9
Delhi,2017-02-11,314.0,22.5,21.8,21.2,18.3,16.3,Traffic,50.9
Delhi,2017-02-12,314.0,22.7,14.1,24.9,21.9,16.5,Industrial,52.9
Delhi,2017-02-13,298.0,24.3,19.5,21.7,16.6,17.9,Traffic,53.4
Delhi,2017-02-14,319.0,25.0,19.4,21.1,17.4,17.0,Traffic,55.1
Delhi,2017-02-15,382.0,24.7,19.7,21.5,18.4,15.8,Traffic,54.2
Delhi,2017-02-16,352.0,24.5,19.5,21.9,18.3,15.7,Traffic,53.4
Delhi,2017-02-17,309.0,23.4,25.2,20.1,15.3,16.0,Construction/Dust,52.3
Delhi,2017-02-18,301.0,23.2,26.3,20.3,15.0,15.2,Construction/Dust,54.0
Delhi,2017-02-19,274.0,23.6,26.5,19.8,15.3,14.8,Construction/Dust,53.8
Delhi,2017-02-20,313.0,24.7,23.7,20.5,14.7,16.5,Traffic,51.3
Delhi,2017-02-21,310.0,22.1,25.3,20.8,15.2,16.7,Construction/Dust,54.2
Delhi,2017-02-22,258.0,23.0,24.8,20.2,13.8,18.3,Construction/Dust,52.3
Delhi,2017-02-23,238.0,22.4,11.1,19.0,23.3,24.2,Secondary/Photochemical,51.2
Delhi,2017-02-24,449.0,20.2,11.1,9.3,29.0,30.3,Secondary/Photochemical,51.7
Delhi,2017-02-25,516.0,20.9,11.1,10.9,27.7,29.3,Secondary/Photochemical,52.1
Delhi,2017-02-26,520.0,23.3,11.1,23.2,25.6,16.8,Crop/Biomass Burning,53.0
Delhi,2017-02-27,363.0,25.3,12.6,23.8,20.1,18.1,Traffic,52.0
Delhi,2017-02-28,362.0,27.2,20.5,20.2,14.9,17.2,Traffic,58.7
Delhi,2017-03-01,397.0,24.1,22.1,20.0,14.4,19.4,Traffic,52.6
Delhi,2017-03-02,280.0,22.3,23.2,22.1,15.2,17.1,Construction/Dust,51.2
Delhi,2017-03-03,206.0,22.1,26.3,22.8,12.3,16.4,Construction/Dust,54.6
Delhi,2017-03-04,190.0,22.6,24.1,24.4,14.2,14.7,Industrial,50.4
Delhi,2017-03-05,210.0,22.3,23.8,23.9,14.1,15.9,Industrial,50.1
Delhi,2017-03-06,201.0,22.8,24.0,23.8,14.0,15.4,Construction/Dust,50.3
Delhi,2017-03-07,243.0,23.3,23.1,22.5,14.6,16.5,Traffic,50.3
Delhi,2017-03-08,267.0,20.8,16.2,26.0,18.8,18.3,Industrial,56.8
Delhi,2017-03-09,245.0,19.2,12.1,25.9,18.3,24.5,Industrial,51.8
Delhi,2017-03-10,165.0,18.2,15.3,25.6,14.3,26.6,Secondary/Photochemical,51.3
Delhi,2017-03-11,102.0,17.6,28.3,22.7,8.1,23.3,Construction/Dust,56.5
Delhi,2017-03-12,159.0,17.6,26.0,23.1,11.8,21.5,Construction/Dust,53.8
Delhi,2017-03-13,174.0,17.0,26.4,24.3,14.1,18.1,Construction/Dust,52.7
Delhi,2017-03-14,270.0,18.0,25.7,23.4,15.4,17.5,Construction/Dust,53.0
Delhi,2017-03-15,397.0,19.1,25.6,23.5,15.9,16.0,Construction/Dust,52.7
Delhi,2017-03-16,371.0,19.2,25.1,23.3,16.6,15.9,Construction/Dust,52.3
Delhi,2017-03-17,328.0,19.1,24.6,23.2,16.6,16.5,Construction/Dust,51.8
Delhi,2017-03-18,254.0,20.0,25.5,23.1,14.8,16.7,Construction/Dust,53.1
Delhi,2017-03-19,342.0,21.2,25.1,22.2,15.8,15.7,Construction/Dust,53.8
Delhi,2017-03-20,367.0,20.8,24.9,22.6,16.3,15.5,Construction/Dust,53.0
Delhi,2017-03-21,400.0,21.4,24.9,22.9,16.2,14.6,Construction/Dust,52.6
Delhi,2017-03-22,390.0,22.5,25.8,23.2,15.5,13.0,Construction/Dust,53.4
Delhi,2017-03-23,417.0,22.8,21.0,23.4,17.3,15.6,Industrial,50.8
Delhi,2017-03-24,359.0,25.2,18.7,24.1,19.0,13.0,Traffic,51.4
Delhi,2017-03-25,309.0,26.9,14.6,21.5,23.6,13.4,Traffic,54.3
Delhi,2017-03-26,292.0,25.4,22.6,19.7,18.8,13.5,Traffic,53.6
Delhi,2017-03-27,278.0,26.5,12.7,24.2,22.9,13.7,Traffic,53.0
Delhi,2017-03-28,320.0,25.6,19.3,22.3,20.0,12.9,Traffic,54.3
Delhi,2017-03-29,350.0,24.0,26.2,20.3,16.7,12.7,Construction/Dust,52.9
Delhi,2017-03-30,234.0,23.8,27.0,24.4,12.2,12.7,Construction/Dust,53.4
Delhi,2017-03-31,233.0,24.2,26.7,21.7,14.2,13.2,Construction/Dust,53.2
Delhi,2017-04-01,341.0,24.3,25.4,21.6,15.5,13.3,Construction/Dust,51.4
Delhi,2017-04-02,259.0,23.8,24.1,21.2,13.7,17.3,Construction/Dust,50.4
Delhi,2017-04-03,204.0,23.9,24.6,23.3,11.9,16.4,Construction/Dust,50.9
Delhi,2017-04-04,220.0,22.9,24.8,23.1,13.4,15.8,Construction/Dust,52.2
Delhi,2017-04-05,255.0,22.7,29.8,22.5,9.5,15.4,Construction/Dust,59.2
Delhi,2017-04-06,211.0,23.1,29.4,20.4,11.4,15.7,Construction/Dust,58.2
Delhi,2017-04-07,428.0,21.9,24.3,21.3,15.8,16.6,Construction/Dust,53.1
Delhi,2017-04-08,497.0,22.4,22.5,22.0,16.0,17.0,Construction/Dust,50.1
Delhi,2017-04-09,289.0,21.8,23.5,21.3,11.2,22.1,Construction/Dust,51.8
Delhi,2017-04-10,285.0,22.4,17.0,21.4,16.0,23.2,Secondary/Photochemical,51.0
Delhi,2017-04-11,368.0,22.6,16.0,23.0,17.2,21.1,Industrial,50.5
Delhi,2017-04-12,304.0,21.6,24.3,23.2,14.7,16.2,Construction/Dust,51.4
Delhi,2017-04-13,377.0,26.5,20.1,22.6,16.6,14.1,Traffic,55.1
Delhi,2017-04-14,418.0,26.1,17.3,21.4,16.2,18.9,Traffic,56.1
Delhi,2017-04-15,355.0,26.9,17.7,23.4,17.5,14.5,Traffic,54.6
Delhi,2017-04-16,416.0,26.0,19.4,21.1,15.7,17.7,Traffic,56.4
Delhi,2017-04-17,403.0,24.0,22.0,21.9,15.5,16.6,Traffic,52.6
Delhi,2017-04-18,415.0,23.3,22.6,23.0,16.6,14.5,Traffic,50.4
Delhi,2017-04-19,412.0,23.3,22.4,22.9,15.8,15.5,Traffic,50.5
Delhi,2017-04-20,394.0,24.6,18.3,21.3,15.5,20.4,Traffic,54.3
Delhi,2017-04-21,357.0,22.6,22.2,20.0,14.0,21.2,Traffic,50.5
Delhi,2017-04-22,291.0,22.6,20.2,21.3,13.8,22.1,Traffic,50.6
Delhi,2017-04-23,244.0,21.8,21.2,21.4,13.5,22.1,Secondary/Photochemical,50.4
Delhi,2017-04-24,287.0,24.2,22.0,21.6,13.2,19.0,Traffic,52.9
Delhi,2017-04-25,254.0,21.8,23.1,21.5,12.9,20.7,Construction/Dust,51.7
Delhi,2017-04-26,242.0,23.1,23.3,23.4,11.8,18.4,Industrial,50.1
Delhi,2017-04-27,223.0,22.7,23.4,22.3,13.0,18.6,Construction/Dust,50.9
Delhi,2017-04-28,243.0,23.8,22.1,23.3,14.7,16.3,Traffic,50.6
Delhi,2017-04-29,237.0,25.8,20.1,21.5,14.4,18.2,Traffic,55.6
Delhi,2017-04-30,275.0,21.5,22.7,21.7,11.8,22.3,Construction/Dust,50.5
Delhi,2017-05-01,183.0,25.1,21.0,22.3,12.5,19.1,Traffic,53.6
Delhi,2017-05-02,370.0,27.5,13.6,21.0,16.1,21.8,Traffic,57.4
Delhi,2017-05-03,419.0,25.4,20.4,20.9,14.8,18.7,Traffic,55.8
Delhi,2017-05-04,317.0,22.6,22.2,21.5,13.8,19.8,Traffic,50.5
Delhi,2017-05-05,455.0,24.3,17.7,21.1,16.4,20.4,Traffic,54.2
Delhi,2017-05-06,435.0,27.8,15.5,21.3,16.5,18.9,Traffic,58.4
Delhi,2017-05-07,468.0,28.9,14.8,21.1,16.7,18.5,Traffic,60.1
Delhi,2017-05-08,442.0,27.1,18.2,21.2,16.0,17.6,Traffic,57.7
Delhi,2017-05-09,400.0,21.5,23.5,21.8,13.9,19.4,Construction/Dust,52.2
Delhi,2017-05-10,223.0,19.3,24.1,21.9,11.4,23.3,Construction/Dust,51.0
Delhi,2017-05-11,220.0,21.6,21.8,21.0,12.5,23.2,Secondary/Photochemical,51.8
Delhi,2017-05-12,474.0,22.6,18.7,20.4,15.9,22.4,Traffic,50.3
Delhi,2017-05-13,479.0,25.7,15.4,20.7,15.9,22.3,Traffic,54.4
Delhi,2017-05-14,373.0,23.3,22.2,21.8,14.4,18.4,Traffic,51.4
Delhi,2017-05-15,354.0,22.8,23.0,22.4,15.4,16.4,Construction/Dust,50.3
Delhi,2017-05-16,349.0,20.1,23.1,21.5,14.3,21.0,Construction/Dust,52.1
Delhi,2017-05-17,264.0,19.4,25.1,22.6,12.0,20.8,Construction/Dust,53.2
Delhi,2017-05-18,188.0,19.7,19.8,23.1,15.3,22.0,Industrial,51.4
Delhi,2017-05-19,294.0,21.1,20.7,22.5,15.7,20.0,Industrial,51.8
Delhi,2017-05-20,334.0,22.8,13.3,23.7,19.1,21.1,Industrial,51.2
Delhi,2017-05-21,505.0,20.6,22.0,21.1,16.0,20.3,Construction/Dust,51.2
Delhi,2017-05-22,349.0,23.2,23.7,21.2,13.7,18.2,Construction/Dust,50.6
Delhi,2017-05-23,421.0,24.3,22.2,21.5,14.2,17.9,Traffic,52.7
Delhi,2017-05-24,238.0,23.1,21.0,23.2,14.4,18.3,Industrial,50.1
Delhi,2017-05-25,204.0,22.9,19.1,26.0,16.4,15.6,Industrial,54.0
Delhi,2017-05-26,289.0,22.4,22.3,21.1,13.1,21.1,Traffic,50.1
Delhi,2017-05-27,236.0,19.7,25.2,22.3,11.1,21.8,Construction/Dust,53.8
Delhi,2017-05-28,148.0,19.4,25.9,23.1,8.1,23.5,Construction/Dust,53.1
Delhi,2017-05-29,94.0,20.8,25.3,23.1,9.1,21.7,Construction/Dust,52.9
Delhi,2017-05-30,130.0,21.5,23.3,22.1,10.5,22.5,Construction/Dust,51.0
Delhi,2017-05-31,123.0,23.9,22.2,21.6,10.0,22.3,Traffic,52.1
Delhi,2017-06-01,192.0,25.3,20.9,19.0,12.3,22.5,Traffic,53.6
Delhi,2017-06-02,324.0,25.6,21.7,19.6,13.8,19.2,Traffic,55.1
Delhi,2017-06-03,357.0,25.9,22.3,19.4,13.9,18.4,Traffic,54.7
Delhi,2017-06-04,393.0,24.1,25.2,20.9,15.0,14.8,Construction/Dust,51.4
Delhi,2017-06-05,302.0,22.9,29.7,21.7,12.7,13.0,Construction/Dust,58.8
Delhi,2017-06-06,239.0,22.2,29.8,19.9,13.9,14.2,Construction/Dust,59.9
Delhi,2017-06-07,210.0,22.5,27.5,22.7,8.3,19.0,Construction/Dust,56.2
Delhi,2017-06-08,77.0,23.0,27.2,22.5,8.3,18.9,Construction/Dust,55.5
Delhi,2017-06-09,89.0,22.5,26.2,21.7,11.0,18.6,Construction/Dust,54.8
Delhi,2017-06-10,143.0,22.7,26.3,21.7,10.8,18.6,Construction/Dust,54.7
Delhi,2017-09-26,131.0,18.5,27.5,11.2,21.7,21.1,Construction/Dust,57.5
Delhi,2017-09-27,165.0,17.2,21.6,10.6,29.8,20.7,Crop/Biomass Burning,60.7
Delhi,2017-09-28,176.0,23.4,14.1,10.0,26.1,26.5,Secondary/Photochemical,50.5
Delhi,2017-09-29,172.0,18.3,18.8,10.5,23.8,28.6,Secondary/Photochemical,56.2
Delhi,2017-09-30,137.0,17.2,23.3,10.0,21.4,28.1,Secondary/Photochemical,56.2
Delhi,2017-10-01,131.0,17.6,21.4,8.3,33.0,19.5,Crop/Biomass Burning,65.1
Delhi,2017-10-02,132.0,17.1,26.5,8.3,30.7,17.5,Crop/Biomass Burning,55.5
